unigene,A Chr,C Chr,AGI
Bo8g066790.1,.,C08,AT1G16750.1
Bo8g066800.1,.,C08,AT1G16760.1
Bo8g066810.1,.,C08,AT1G16770.1
Bo8g066820.1,.,C08,0
Bo8g066830.1,.,C08,AT1G16858.1
Bo8g066840.1,.,C08,AT1G16870.1
Bo8g066850.1,.,C08,AT1G16880.1
Bo8g066860.1,.,C08,AT1G16900.1
Bo8g066870.1,.,C08,0
Bo8g066880.1,.,C08,0
Bo8g066890.1,.,C08,0
Bo8g066900.1,.,C08,AT1G16920.1
Bo8g066910.1,.,C08,AT1G16950.1
Bo8g066920.1,.,C08,AT1G16960.1
Bo8g066930.1,.,C08,AT1G17060.1
Bo8g066940.1,.,C08,AT1G17080.1
Bo8g066950.1,.,C08,AT1G17090.2
Bo8g066960.1,.,C08,AT1G17110.1
Bo8g066970.1,.,C08,AT1G17140.2
Bo8g066980.1,.,C08,AT1G17147.1
Bo8g066990.1,.,C08,AT1G17190.1
Bo8g067000.1,.,C08,AT1G17200.1
Bo8g067010.1,.,C08,AT1G17210.1
Bo8g067020.1,.,C08,AT1G17220.1
Bo8g067030.1,.,C08,AT1G17255.1
Bo8g067040.1,.,C08,AT1G17260.1
Bo8g067050.1,.,C08,AT1G17270.1
Bo8g067060.1,.,C08,AT1G17280.2
Bo8g067070.1,.,C08,AT1G17290.1
Bo8g067080.1,.,C08,0
Bo8g067090.1,.,C08,AT1G17290.1
Bo8g067100.1,.,C08,AT1G17290.1
Bo8g067110.1,.,C08,0
BnaC08g17340D,.,C08,0
Bo8g067120.1,.,C08,AT1G17360.1
BnaC08g17360D,.,C08,0
Bo8g067130.1,.,C08,0
Bo8g067140.1,.,C08,AT1G17380.1
Bo8g067150.1,.,C08,AT1G17400.1
BnaC08g17400D,.,C08,0
Bo8g067160.1,.,C08,AT1G17410.2
Bo8g067170.1,.,C08,0
Bo8g067180.1,.,C08,0
Bo8g067190.1,.,C08,AT3G15310.1
Bo8g067200.1,.,C08,0
Bo8g067210.1,.,C08,AT1G17420.1
Bo8g067220.1,.,C08,AT1G17430.1
Bo8g067230.1,.,C08,0
Bo8g067240.1,.,C08,0
Bo8g067250.1,.,C08,0
Bo8g067260.1,.,C08,0
Bo8g067270.1,.,C08,AT1G17470.2
Bo8g067280.1,.,C08,AT1G17520.1
Bo8g067290.1,.,C08,0
Bo8g067300.1,.,C08,AT1G17540.1
Bo8g067310.1,.,C08,AT1G17550.1
Bo8g067320.1,.,C08,0
Bo8g067330.1,.,C08,0
Bo8g067340.1,.,C08,0
BnaC08g17470D,.,C08,0
Bo8g067350.1,.,C08,0
Bo8g067360.1,.,C08,0
Bo8g067370.1,.,C08,0
Bo8g067380.1,.,C08,0
Bo8g067390.1,.,C08,AT1G17640.1
Bo8g067400.1,.,C08,AT1G17690.1
Bo8g067410.1,.,C08,AT1G17710.1
Bo8g067420.1,.,C08,AT1G17720.2
Bo8g067430.1,.,C08,AT1G17745.1
Bo8g067440.1,.,C08,AT1G17760.1
Bo8g067450.1,.,C08,AT3G48840.1
Bo8g067460.1,.,C08,AT2G16575.1
Bo8g067470.1,.,C08,AT1G17790.1
Bo8g067480.1,.,C08,AT1G17830.1
Bo8g067490.1,.,C08,AT1G17840.1
Bo8g067500.1,.,C08,0
Bo8g067510.1,.,C08,AT1G17880.1
Bo8g067520.1,.,C08,AT1G17890.1
Bo8g067530.1,.,C08,AT1G17920.1
Bo8g067540.1,.,C08,AT4G01975.1
Bo8g067550.1,.,C08,0
Bo8g067560.1,.,C08,0
Bo8g067570.1,.,C08,0
BnaC08g17640D,.,C08,0
Bo8g067580.1,.,C08,0
BnaC08g17660D,.,C08,AT5G10530.1
Bo8g067590.1,.,C08,AT1G17950.1
Bo8g067600.1,.,C08,AT1G17970.1
Bo8g067610.1,.,C08,AT1G17980.1
Bo8g067620.1,.,C08,AT1G18040.1
Bo8g067630.1,.,C08,0
Bo8g067640.1,.,C08,AT1G18070.2
BnaC08g17720D,.,C08,0
BnaC08g17730D,.,C08,0
BnaC08g17740D,.,C08,0
BnaC08g17750D,.,C08,0
Bo8g067650.1,.,C08,AT1G18080.1
Bo8g067660.1,.,C08,AT1G18090.2
Bo8g067670.1,.,C08,AT1G18140.1
Bo8g067680.1,.,C08,AT1G18150.3
Bo8g067690.1,.,C08,AT1G18150.3
Bo8g067700.1,.,C08,0
Bo8g067710.1,.,C08,AT1G18190.1
BnaC08g17830D,.,C08,0
Bo8g067720.1,.,C08,AT1G18200.1
Bo8g067730.1,.,C08,AT1G18210.2
Bo8g067740.1,.,C08,AT1G18280.1
Bo8g067750.1,.,C08,0
Bo8g067760.1,.,C08,0
Bo8g067770.1,.,C08,AT1G18300.1
Bo8g067780.1,.,C08,AT3G10110.1
Bo8g067790.1,.,C08,AT1G18335.1
Bo8g067800.1,.,C08,AT1G18340.1
BnaC08g17920D,.,C08,0
Bo8g067810.1,.,C08,AT1G18360.1
BnaC08g17950D,.,C08,0
Bo8g067820.1,.,C08,0
BnaC08g17970D,.,C08,0
Bo8g067830.1,.,C08,AT1G18460.1
Bo8g067840.1,.,C08,AT1G18470.1
Bo8g067850.1,.,C08,0
Bo8g067860.1,.,C08,AT1G18480.1
Bo8g067870.1,.,C08,AT1G18520.1
Bo8g067880.1,.,C08,AT1G74050.1
BnaC08g18060D,.,C08,0
BnaC08g18070D,.,C08,0
BnaC08g18080D,.,C08,AT1G18570.1
Bo8g067890.1,.,C08,0
Bo8g067900.1,.,C08,AT1G42690.1
Bo8g067910.1,.,C08,AT1G18570.1
Bo8g067920.1,.,C08,AT1G18580.1
Bo8g067930.1,.,C08,AT1G18580.1
Bo8g067940.1,.,C08,0
Bo8g067950.1,.,C08,0
BnaC08g18130D,.,C08,0
Bo8g067960.1,.,C08,AT1G18610.1
Bo8g067970.1,.,C08,0
Bo8g067980.1,.,C08,AT1G18620.2
BnaC08g18170D,.,C08,0
Bo8g067990.1,.,C08,AT1G18670.1
BnaC08g18210D,.,C08,0
BnaC08g18220D,.,C08,0
Bo8g068000.1,.,C08,0
BnaC08g18240D,.,C08,0
Bo8g068010.1,.,C08,AT5G66190.2
Bo8g068020.1,.,C08,0
Bo8g068030.1,.,C08,AT1G18710.1
Bo8g068040.1,.,C08,0
Bo8g068050.1,.,C08,AT1G18720.1
Bo8g068060.1,.,C08,AT1G18750.1
Bo8g068070.1,.,C08,0
Bo8g068080.1,.,C08,0
BnaC08g18300D,.,C08,0
Bo8g068090.1,.,C08,AT1G18790.1
Bo8g068100.1,.,C08,AT1G18800.1
Bo8g068110.1,.,C08,AT1G18810.1
BnaC08g18350D,.,C08,0
BnaC08g18360D,.,C08,0
BnaC08g18370D,.,C08,AT3G21360.1
Bo8g068120.1,.,C08,AT1G18830.1
Bo8g068130.1,.,C08,0
Bo8g068140.1,.,C08,0
Bo8g068150.1,.,C08,AT1G18840.2
Bo8g068160.1,.,C08,AT1G18860.1
BnaC08g18430D,.,C08,0
Bo8g068170.1,.,C08,AT1G18870.2
Bo8g068180.1,.,C08,AT1G18880.1
Bo8g068190.1,.,C08,AT1G18900.2
Bo8g068200.1,.,C08,AT1G18950.1
Bo8g068210.1,.,C08,AT1G18960.1
Bo8g068220.1,.,C08,AT1G19000.2
Bo8g068230.1,.,C08,AT1G19010.1
Bo8g068240.1,.,C08,0
BnaC08g18510D,.,C08,0
Bo8g068250.1,.,C08,AT1G19010.2
Bo8g068260.1,.,C08,0
BnaC08g18550D,.,C08,0
Bo8g068270.1,.,C08,AT1G19050.1
Bo8g068280.1,.,C08,AT1G19110.1
Bo8g068290.1,.,C08,AT1G19115.3
Bo8g068300.1,.,C08,AT1G19130.1
Bo8g068310.1,.,C08,AT1G19140.1
Bo8g068320.1,.,C08,AT1G19150.1
Bo8g068330.1,.,C08,AT1G19170.1
Bo8g068340.1,.,C08,AT1G19180.1
Bo8g068350.1,.,C08,AT1G19190.1
Bo8g068360.1,.,C08,AT1G19190.1
Bo8g068370.1,.,C08,AT1G19210.1
Bo8g068380.1,.,C08,AT1G19220.1
Bo8g068390.1,.,C08,0
Bo8g068400.1,.,C08,0
Bo8g068410.1,.,C08,AT1G19250.1
Bo8g068420.1,.,C08,AT1G19270.1
Bo8g068430.1,.,C08,AT1G19290.1
Bo8g068440.1,.,C08,AT1G19300.1
Bo8g068450.1,.,C08,0
Bo8g068460.1,.,C08,0
Bo8g068470.1,.,C08,AT1G19330.1
Bo8g068480.1,.,C08,0
Bo8g068490.1,.,C08,AT1G19350.6
Bo8g068500.1,.,C08,AT1G19360.1
Bo8g068510.1,.,C08,AT1G19380.1
Bo8g068520.1,.,C08,AT1G19390.1
Bo8g068530.1,.,C08,0
Bo8g068540.1,.,C08,AT4G31110.1
BnaC08g18830D,.,C08,0
Bo8g068550.1,.,C08,AT1G19485.2
Bo8g068560.1,.,C08,0
Bo8g068570.1,.,C08,AT1G19570.1
Bo8g068580.1,.,C08,AT1G19580.1
Bo8g068590.1,.,C08,0
Bo8g068600.1,.,C08,AT1G19630.1
Bo8g068610.1,.,C08,AT1G19640.1
Bo8g068620.1,.,C08,AT1G19640.1
Bo8g068630.1,.,C08,AT1G19700.3
BnaC08g18930D,.,C08,0
Bo8g068640.1,.,C08,AT3G54390.1
Bo8g068650.1,.,C08,0
Bo8g068660.1,.,C08,0
Bo8g068670.1,.,C08,AT1G14280.1
Bo8g068680.1,.,C08,0
Bo8g068690.1,.,C08,0
Bo8g068700.1,.,C08,0
BnaC08g18970D,.,C08,0
Bo8g068710.1,.,C08,0
Bo8g068720.1,.,C08,AT1G19630.1
Bo8g069720.1,.,C08,AT1G19700.3
Bo8g069730.1,.,C08,AT1G42690.1
Bo8g069740.1,.,C08,AT1G19715.1
Bo8g069750.1,.,C08,0
Bo8g069760.1,.,C08,AT1G19835.2
Bo8g069770.1,.,C08,AT1G19840.1
Bo8g069780.1,.,C08,0
Bo8g069790.1,.,C08,0
Bo8g069800.1,.,C08,0
Bo8g069810.1,.,C08,0
Bo8g069820.1,.,C08,AT1G19850.1
Bo8g069830.1,.,C08,AT1G19860.1
Bo8g069840.1,.,C08,AT1G19870.1
Bo8g069850.1,.,C08,0
Bo8g069860.1,.,C08,AT1G19900.1
Bo8g069870.1,.,C08,AT1G19910.1
Bo8g069880.1,.,C08,AT1G19920.1
Bo8g069890.1,.,C08,AT1G19950.1
Bo8g069900.1,.,C08,0
Bo8g069910.1,.,C08,AT1G19968.1
Bo8g069920.1,.,C08,AT1G19970.1
Bo8g069930.1,.,C08,AT5G32621.1
Bo8g069940.1,.,C08,AT1G19980.1
Bo8g069950.1,.,C08,AT1G20020.3
Bo8g069960.1,.,C08,AT1G20070.1
Bo8g069970.1,.,C08,AT1G20080.1
Bo8g069980.1,.,C08,0
Bo8g069990.1,.,C08,AT1G20090.1
Bo8g070000.1,.,C08,AT1G20110.1
Bo8g070010.1,.,C08,0
Bo8g070020.1,.,C08,AT1G20180.1
Bo8g070030.1,.,C08,0
Bo8g070040.1,.,C08,AT1G20190.1
Bo8g070050.1,.,C08,AT1G20200.1
Bo8g070060.1,.,C08,0
Bo8g070070.1,.,C08,AT1G20260.1
Bo8g070080.1,.,C08,AT1G20270.1
Bo8g070090.1,.,C08,AT1G20340.1
Bo8g070100.1,.,C08,0
Bo8g070110.1,.,C08,0
BnaC08g19230D,.,C08,0
Bo8g070120.1,.,C08,0
Bo8g070130.1,.,C08,0
Bo8g070140.1,.,C08,0
Bo8g070150.1,.,C08,0
Bo8g070160.1,.,C08,0
Bo8g070170.1,.,C08,0
Bo8g070180.1,.,C08,AT1G20480.1
Bo8g070190.1,.,C08,0
Bo8g070200.1,.,C08,AT5G38120.1
Bo8g070210.1,.,C08,AT5G38120.1
Bo8g070220.1,.,C08,0
Bo8g070230.1,.,C08,AT1G20510.1
Bo8g070240.1,.,C08,0
Bo8g070250.1,.,C08,AT1G20515.1
Bo8g070260.1,.,C08,AT5G28700.1
Bo8g070270.1,.,C08,0
Bo8g070280.1,.,C08,AT1G20610.1
BnaC08g19350D,.,C08,0
Bo8g070290.1,.,C08,AT1G20620.1
Bo8g070300.1,.,C08,0
Bo8g070310.1,.,C08,AT1G20640.2
Bo8g070320.1,.,C08,AT1G20650.1
BnaC08g19390D,.,C08,0
Bo8g070330.1,.,C08,AT1G20670.1
BnaC08g19410D,.,C08,0
Bo8g070340.1,.,C08,0
Bo8g070350.1,.,C08,AT1G20693.1
Bo8g070360.1,.,C08,AT1G20760.1
Bo8g070370.1,.,C08,AT1G20770.1
Bo8g070380.1,.,C08,0
Bo8g070390.1,.,C08,0
BnaC08g19480D,.,C08,AT1G20823.1
Bo8g070400.1,.,C08,0
Bo8g070410.1,.,C08,0
Bo8g070420.1,.,C08,AT1G20840.1
Bo8g070430.1,.,C08,AT1G20850.1
Bo8g070440.1,.,C08,AT1G20860.1
Bo8g070450.1,.,C08,AT1G20880.2
Bo8g070460.1,.,C08,0
Bo8g070470.1,.,C08,0
Bo8g070480.1,.,C08,0
Bo8g070490.1,.,C08,AT5G35207.1
Bo8g070500.1,.,C08,0
Bo8g070510.1,.,C08,AT1G20900.1
Bo8g070520.1,.,C08,AT1G20910.1
Bo8g070530.1,.,C08,AT1G20950.1
Bo8g070540.1,.,C08,AT1G21000.1
BnaC08g19620D,.,C08,0
Bo8g070550.1,.,C08,0
Bo8g070560.1,.,C08,0
Bo8g070570.1,.,C08,AT1G42690.1
Bo8g070580.1,.,C08,0
Bo8g070590.1,.,C08,AT1G21050.1
Bo8g070600.1,.,C08,0
Bo8g070610.1,.,C08,AT1G21070.1
Bo8g070620.1,.,C08,AT1G21080.1
Bo8g070630.1,.,C08,0
Bo8g070640.1,.,C08,AT1G42690.1
Bo8g070650.1,.,C08,AT1G21100.1
Bo8g070660.1,.,C08,AT1G21100.1
BnaC08g19700D,.,C08,AT4G32830.1
BnaC08g19710D,.,C08,0
Bo8g070670.1,.,C08,AT1G21140.1
Bo8g070680.1,.,C08,AT1G21160.1
Bo8g070690.1,.,C08,AT1G21200.1
Bo8g070700.1,.,C08,AT1G21230.1
Bo8g070710.1,.,C08,0
Bo8g070720.1,.,C08,0
BnaC08g19790D,.,C08,0
BnaC08g19800D,.,C08,AT1G21480.1
BnaC08g19810D,.,C08,AT1G77130.1
Bo8g070730.1,.,C08,AT1G21210.1
Bo8g070740.1,.,C08,0
Bo8g070750.1,.,C08,0
Bo8g070760.1,.,C08,AT1G21270.1
Bo8g070770.1,.,C08,0
Bo8g070780.1,.,C08,AT1G21240.1
Bo8g070790.1,.,C08,AT1G21240.1
Bo8g070800.1,.,C08,AT1G21250.1
Bo8g070810.1,.,C08,0
Bo8g070820.1,.,C08,AT1G21250.1
Bo8g070830.1,.,C08,0
Bo8g070840.1,.,C08,AT5G65670.1
Bo8g070850.1,.,C08,AT1G21230.1
Bo8g070860.1,.,C08,0
Bo8g070870.1,.,C08,AT1G21370.2
Bo8g070880.1,.,C08,AT1G21380.1
Bo8g070890.1,.,C08,AT2G15490.3
Bo8g070900.1,.,C08,AT1G21400.1
BnaC08g19830D,.,C08,0
Bo8g070910.1,.,C08,0
Bo8g070920.1,.,C08,0
Bo8g070930.1,.,C08,AT1G21580.1
Bo8g070940.1,.,C08,AT1G21590.1
Bo8g070950.1,.,C08,AT1G21600.2
Bo8g070960.1,.,C08,AT1G21630.1
Bo8g070970.1,.,C08,AT1G21650.2
BnaC08g19920D,.,C08,0
BnaC08g19930D,.,C08,AT2G41980.1
BnaC08g19940D,.,C08,0
Bo8g070980.1,.,C08,0
Bo8g070990.1,.,C08,AT1G21690.3
Bo8g071000.1,.,C08,AT1G21690.4
Bo8g071010.1,.,C08,AT1G21700.1
Bo8g071020.1,.,C08,AT1G21720.1
Bo8g071030.1,.,C08,0
Bo8g071040.1,.,C08,0
Bo8g071050.1,.,C08,AT1G21720.1
Bo8g071060.1,.,C08,AT1G21750.1
BnaC08g19960D,.,C08,0
Bo8g071070.1,.,C08,0
Bo8g071080.1,.,C08,AT1G21830.1
Bo8g071090.1,.,C08,0
Bo8g071100.1,.,C08,0
Bo8g071110.1,.,C08,0
Bo8g071120.1,.,C08,AT1G21870.1
Bo8g071130.1,.,C08,AT1G21880.2
Bo8g071140.1,.,C08,AT1G21900.1
Bo8g071150.1,.,C08,AT1G21910.1
Bo8g071160.1,.,C08,0
Bo8g071170.1,.,C08,0
BnaC08g20030D,.,C08,0
Bo8g071180.1,.,C08,0
Bo8g071190.1,.,C08,AT1G21920.1
Bo8g071200.1,.,C08,0
Bo8g071210.1,.,C08,0
Bo8g071220.1,.,C08,AT1G21980.1
BnaC08g20080D,.,C08,0
BnaC08g20090D,.,C08,0
Bo8g071230.1,.,C08,0
Bo8g071240.1,.,C08,0
Bo8g071250.1,.,C08,AT1G22015.1
Bo8g071260.1,.,C08,AT1G22020.1
Bo8g071270.1,.,C08,AT1G22030.1
Bo8g071280.1,.,C08,0
BnaC08g20140D,.,C08,AT1G22060.1
BnaC08g20150D,.,C08,0
BnaC08g20160D,.,C08,0
Bo8g071290.1,.,C08,0
Bo8g071300.1,.,C08,AT1G22070.1
Bo8g071310.1,.,C08,AT1G22100.1
Bo8g071320.1,.,C08,0
Bo8g071330.1,.,C08,AT1G22130.1
Bo8g071340.1,.,C08,0
Bo8g071350.1,.,C08,0
Bo8g071360.1,.,C08,AT1G22220.1
BnaC08g05880D,.,C08,0
Bo8g071370.1,.,C08,0
Bo8g071380.1,.,C08,0
Bo8g071390.1,.,C08,AT1G22280.1
Bo8g071400.1,.,C08,AT1G22300.3
Bo8g071410.1,.,C08,AT1G22370.2
Bo8g071420.1,.,C08,0
Bo8g071430.1,.,C08,AT1G22410.1
Bo8g071440.1,.,C08,0
Bo8g071450.1,.,C08,0
Bo8g071460.1,.,C08,AT1G78300.1
BnaC08g05960D,.,C08,0
Bo8g071470.1,.,C08,AT1G22440.1
Bo8g071480.1,.,C08,AT1G22450.1
Bo8g071490.1,.,C08,AT1G22490.1
BnaC08g06000D,.,C08,0
Bo8g071500.1,.,C08,0
Bo8g071510.1,.,C08,0
Bo8g071520.1,.,C08,0
Bo8g071530.1,.,C08,0
Bo8g071540.1,.,C08,AT1G22570.1
Bo8g071550.1,.,C08,AT1G22620.1
BnaC08g06040D,.,C08,0
Bo8g071560.1,.,C08,0
Bo8g071570.1,.,C08,0
Bo8g071580.1,.,C08,AT1G22640.1
Bo8g071590.1,.,C08,AT1G22740.1
Bo8g071600.1,.,C08,0
Bo8g071610.1,.,C08,AT1G22760.1
BnaC08g06100D,.,C08,0
Bo8g071620.1,.,C08,AT1G22950.1
BnaC08g06120D,.,C08,0
Bo8g071630.1,.,C08,0
Bo8g071640.1,.,C08,AT1G23080.1
Bo8g072640.1,.,C08,0
Bo8g072650.1,.,C08,AT1G23120.1
Bo8g072660.1,.,C08,0
Bo8g072670.1,.,C08,0
Bo8g072680.1,.,C08,0
Bo8g072690.1,.,C08,AT1G23160.1
Bo8g072700.1,.,C08,AT1G23180.1
Bo8g072710.1,.,C08,AT1G23190.1
Bo8g072720.1,.,C08,0
Bo8g073720.1,.,C08,AT1G70600.1
Bo8g073730.1,.,C08,AT1G23310.1
Bo8g073740.1,.,C08,AT1G23330.1
Bo8g073750.1,.,C08,AT1G23340.2
Bo8g073760.1,.,C08,AT1G15200.4
Bo8g073770.1,.,C08,0
Bo8g073780.1,.,C08,AT1G23360.1
Bo8g073790.1,.,C08,AT1G23380.1
Bo8g073800.1,.,C08,AT1G70510.1
BnaC08g06330D,.,C08,0
Bo8g073810.1,.,C08,0
Bo8g074810.1,.,C08,AT1G23460.1
Bo8g074820.1,.,C08,0
Bo8g074830.1,.,C08,AT1G23490.1
Bo8g074840.1,.,C08,AT1G23530.1
Bo8g074850.1,.,C08,AT1G23540.1
Bo8g074860.1,.,C08,0
Bo8g074870.1,.,C08,0
BnaC08g06410D,.,C08,0
Bo8g074880.1,.,C08,0
Bo8g074890.1,.,C08,0
Bo8g074900.1,.,C08,0
Bo8g074910.1,.,C08,0
Bo8g074920.1,.,C08,0
Bo8g074930.1,.,C08,0
Bo8g074940.1,.,C08,0
Bo8g074950.1,.,C08,AT1G23560.1
Bo8g074960.1,.,C08,AT1G23720.1
Bo8g074970.1,.,C08,0
Bo8g074980.1,.,C08,AT1G23800.1
Bo8g074990.1,.,C08,AT1G23820.1
Bo8g075000.1,.,C08,AT1G23870.1
Bo8g075010.1,.,C08,0
Bo8g075020.1,.,C08,AT1G23980.1
Bo8g075030.1,.,C08,AT1G42690.1
Bo8g075040.1,.,C08,0
Bo8g075050.1,.,C08,0
Bo8g075060.1,.,C08,0
Bo8g075070.1,.,C08,0
Bo8g075080.1,.,C08,0
Bo8g075090.1,.,C08,0
Bo8g075100.1,.,C08,AT1G66930.1
Bo8g075110.1,.,C08,0
Bo8g075120.1,.,C08,AT1G24120.1
Bo8g075130.1,.,C08,0
Bo8g075140.1,.,C08,0
Bo8g075150.1,.,C08,0
Bo8g075160.1,.,C08,AT1G24160.2
Bo8g075170.1,.,C08,0
Bo8g075180.1,.,C08,0
Bo8g075190.1,.,C08,AT1G27210.1
BnaC08g20200D,.,C08,AT2G25850.4
Bo8g075200.1,.,C08,0
Bo8g075210.1,.,C08,0
Bo8g076210.1,.,C08,AT1G27170.2
Bo8g076220.1,.,C08,0
Bo8g076230.1,.,C08,AT1G27120.1
Bo8g076240.1,.,C08,AT1G27110.3
Bo8g076250.1,.,C08,0
Bo8g076260.1,.,C08,AT1G27090.1
Bo8g076270.1,.,C08,AT1G27060.1
Bo8g076280.1,.,C08,AT1G27020.1
Bo8g076290.1,.,C08,AT1G27020.1
Bo8g076300.1,.,C08,AT1G27000.1
Bo8g076310.1,.,C08,0
Bo8g076320.1,.,C08,AT1G26970.1
Bo8g076330.1,.,C08,AT1G26960.1
Bo8g076340.1,.,C08,AT1G26945.1
Bo8g076350.1,.,C08,AT1G26940.1
Bo8g076360.1,.,C08,AT1G26930.1
Bo8g076370.1,.,C08,AT1G26920.1
Bo8g076380.1,.,C08,0
Bo8g076390.1,.,C08,0
Bo8g076400.1,.,C08,AT1G26880.1
Bo8g076410.1,.,C08,AT1G26870.1
Bo8g076420.1,.,C08,0
Bo8g076430.1,.,C08,AT1G26850.2
Bo8g076440.1,.,C08,AT1G26840.1
Bo8g076450.1,.,C08,AT1G26830.1
Bo8g076460.1,.,C08,AT1G26800.1
Bo8g076470.1,.,C08,0
Bo8g076480.1,.,C08,0
Bo8g076490.1,.,C08,0
Bo8g076500.1,.,C08,0
Bo8g076510.1,.,C08,0
Bo8g076520.1,.,C08,0
Bo8g076530.1,.,C08,AT1G26790.1
Bo8g076540.1,.,C08,AT1G26780.2
Bo8g076550.1,.,C08,AT1G35350.1
Bo8g076560.1,.,C08,AT5G41790.1
Bo8g076570.1,.,C08,AT3G47990.1
Bo8g076580.1,.,C08,AT3G48000.1
Bo8g076590.1,.,C08,AT3G48010.1
Bo8g076600.1,.,C08,0
Bo8g076610.1,.,C08,AT3G48030.1
Bo8g076620.1,.,C08,AT3G48070.1
Bo8g076630.1,.,C08,0
Bo8g076640.1,.,C08,0
Bo8g076650.1,.,C08,AT3G48100.1
Bo8g076660.1,.,C08,AT3G48120.1
Bo8g076670.1,.,C08,AT3G48140.1
Bo8g076680.1,.,C08,AT3G48150.1
Bo8g076690.1,.,C08,0
Bo8g076700.1,.,C08,AT3G48160.2
Bo8g076710.1,.,C08,0
Bo8g076720.1,.,C08,0
Bo8g076730.1,.,C08,AT3G48190.1
Bo8g076740.1,.,C08,AT3G48200.1
Bo8g076750.1,.,C08,AT2G47020.1
Bo8g076760.1,.,C08,0
Bo8g076770.1,.,C08,AT5G47435.2
Bo8g076780.1,.,C08,AT5G63110.1
Bo8g076790.1,.,C08,AT5G63110.1
Bo8g076800.1,.,C08,AT3G48240.1
Bo8g076810.1,.,C08,AT3G48250.1
Bo8g076820.1,.,C08,0
Bo8g076830.1,.,C08,AT3G48340.1
Bo8g076840.1,.,C08,AT3G48350.1
Bo8g076850.1,.,C08,AT3G48360.1
Bo8g076860.1,.,C08,AT3G48380.1
Bo8g076870.1,.,C08,AT3G48410.1
Bo8g076880.1,.,C08,AT3G48420.1
Bo8g076890.1,.,C08,AT1G23070.1
Bo8g076900.1,.,C08,AT3G48425.1
Bo8g076910.1,.,C08,AT3G48430.1
Bo8g076920.1,.,C08,0
Bo8g076930.1,.,C08,0
Bo8g076940.1,.,C08,AT3G48440.1
Bo8g076950.1,.,C08,0
Bo8g076960.1,.,C08,AT5G08280.1
Bo8g076970.1,.,C08,AT3G48460.1
Bo8g076980.1,.,C08,AT3G48490.1
Bo8g076990.1,.,C08,0
Bo8g077000.1,.,C08,0
Bo8g077010.1,.,C08,0
Bo8g077020.1,.,C08,0
Bo8g077030.1,.,C08,AT3G48520.1
Bo8g077040.1,.,C08,AT1G24120.1
Bo8g077050.1,.,C08,AT3G48530.1
Bo8g077060.1,.,C08,AT3G48550.1
Bo8g077070.1,.,C08,0
Bo8g077080.1,.,C08,AT3G48560.1
Bo8g077090.1,.,C08,0
Bo8g077100.1,.,C08,0
Bo8g077110.1,.,C08,AT3G48560.1
Bo8g077120.1,.,C08,AT3G48570.1
Bo8g077130.1,.,C08,AT3G48590.1
Bo8g077140.1,.,C08,0
Bo8g077150.1,.,C08,AT5G28892.1
Bo8g077160.1,.,C08,AT3G48610.1
Bo8g077170.1,.,C08,0
Bo8g077180.1,.,C08,AT3G48660.1
Bo8g077190.1,.,C08,0
Bo8g077200.1,.,C08,AT3G48670.1
Bo8g077210.1,.,C08,AT3G48680.1
Bo8g077220.1,.,C08,0
BnaC08g20410D,.,C08,0
Bo8g077230.1,.,C08,AT3G48710.1
Bo8g077240.1,.,C08,0
Bo8g077250.1,.,C08,AT3G48720.1
Bo8g077260.1,.,C08,AT3G48740.1
Bo8g077270.1,.,C08,0
Bo8g077280.1,.,C08,AT3G48750.1
Bo8g077290.1,.,C08,AT3G48760.1
Bo8g077300.1,.,C08,AT3G48770.1
BnaC08g20520D,.,C08,0
Bo8g077310.1,.,C08,AT3G48800.1
Bo8g077320.1,.,C08,AT3G48860.1
Bo8g077330.1,.,C08,AT3G48870.2
Bo8g077340.1,.,C08,AT3G48880.2
Bo8g077350.1,.,C08,AT3G48890.1
Bo8g077360.1,.,C08,AT3G48920.1
Bo8g077370.1,.,C08,AT3G48930.1
Bo8g077380.1,.,C08,AT3G48940.1
Bo8g077390.1,.,C08,0
Bo8g077400.1,.,C08,AT3G48950.1
Bo8g077410.1,.,C08,AT3G48970.1
Bo8g077420.1,.,C08,AT3G48980.1
Bo8g077430.1,.,C08,0
Bo8g077440.1,.,C08,0
BnaC08g20660D,.,C08,0
Bo8g077450.1,.,C08,AT3G48990.1
Bo8g077460.1,.,C08,0
BnaC08g20690D,.,C08,0
Bo8g077470.1,.,C08,AT3G49010.3
Bo8g077480.1,.,C08,AT3G49050.1
Bo8g077490.1,.,C08,0
BnaC08g20730D,.,C08,0
Bo8g077500.1,.,C08,AT3G49060.1
Bo8g077510.1,.,C08,AT3G49070.1
BnaC08g20770D,.,C08,0
Bo8g077520.1,.,C08,0
Bo8g077530.1,.,C08,AT3G49080.1
Bo8g077540.1,.,C08,AT3G49100.1
Bo8g077550.1,.,C08,0
Bo8g077560.1,.,C08,AT3G49120.1
Bo8g077570.1,.,C08,AT3G49120.1
Bo8g077580.1,.,C08,AT3G49170.1
BnaC08g20830D,.,C08,AT3G49140.1
Bo8g077590.1,.,C08,AT3G49210.1
Bo8g077600.1,.,C08,0
Bo8g077610.1,.,C08,AT3G49220.1
Bo8g077620.1,.,C08,0
Bo8g077630.1,.,C08,AT3G49240.1
Bo8g077640.1,.,C08,0
Bo8g077650.1,.,C08,0
Bo8g077660.1,.,C08,AT3G49260.2
Bo8g077670.1,.,C08,0
